"stop_outcome","ticket_count","warning_count","stop_district","stop_duration_mins","person_searched","property_searched","traffic_involved","gender","ethnicity","age","primary_stop_reason","day_of_week","time_category"
"Ticket",0,0,"5D",5,"0","0","1","Male","Hispanic/Latino",23,"officer initiated","Tue","Evening"
"Ticket",0,0,"5D",5,"0","0","1","Male","Black",31,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",5,"0","0","1","Male","Black",33,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Hispanic/Latino",38,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Male","Black",21,"officer initiated","Tue","Evening"
"Ticket",0,0,"1D",5,"0","0","1","Male","Black",34,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",10,"0","0","1","Male","White",60,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",27,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"3D",5,"0","0","1","Male","Black",21,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"6D",15,"0","0","1","Male","Black",48,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",5,"0","0","1","Male","Black",36,"officer initiated","Tue","Afternoon"
"Warning",0,0,"5D",5,"0","0","1","Male","Black",66,"officer initiated","Tue","Night"
"Warning",0,0,"2D",5,"0","0","1","Male","White",43,"officer initiated","Tue","Afternoon"
"Warning",0,0,"3D",10,"0","0","1","Female","Black",37,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",5,"0","0","1","Female","Black",47,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",5,"0","0","1","Male","Black",41,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Male","White",51,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Male","Black",35,"officer initiated","Tue","Evening"
"Ticket",0,0,"7D",5,"0","0","1","Male","Black",62,"officer initiated","Tue","Night"
"Ticket",0,0,"1D",5,"0","0","1","Male","Black",34,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",33,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"7D",5,"0","0","1","Male","Black",33,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",5,"0","0","1","Female","Black",48,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"3D",5,"0","0","1","Male","Black",27,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"2D",15,"0","0","1","Female","Black",24,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"NA",41,"0","0","1","Female","Black",23,"call for service","Tue","Night"
"Arrest",0,0,"5D",45,"0","0","0","Male","Black",12,"call for service","Thu","Night"
"Arrest",0,0,"3D",22,"1","0","0","Male","Black",66,"call for service","Wed","Night"
"Arrest",0,0,"2D",20,"0","0","0","Male","Black",26,"call for service","Wed","Night"
"Arrest",0,0,"5D",50,"0","0","0","Male","Black",40,"call for service","Wed","Morning"
"No Action",0,0,"2D",20,"0","0","0","Female","Black",19,"call for service","Wed","Morning"
"Arrest",0,0,"7D",10,"0","0","0","Male","Black",15,"responding to individual's actions","Wed","Morning"
"Arrest",0,0,"5D",10,"0","0","0","Male","Black",35,"call for service","Wed","Afternoon"
"No Action",0,0,"3D",20,"0","0","0","Female","Black",18,"call for service","Wed","Morning"
"Arrest",0,0,"7D",10,"0","0","0","Male","Black",21,"warrant/court order","Wed","Afternoon"
"Arrest",0,0,"6D",10,"0","0","0","Male","Black",24,"warrant/court order","Wed","Afternoon"
"No Action",0,0,"7D",43,"0","0","0","Male","Black",14,"warrant/court order","Wed","Morning"
"No Action",0,0,"7D",43,"0","0","0","Female","Black",10,"warrant/court order","Wed","Morning"
"No Action",0,0,"7D",43,"0","0","0","Female","Black",39,"warrant/court order","Wed","Morning"
"Arrest",0,0,"7D",70,"1","1","0","Male","Black",16,"warrant/court order","Wed","Morning"
"No Action",0,0,"7D",70,"1","1","0","Female","Black",38,"warrant/court order","Wed","Morning"
"No Action",0,0,"7D",62,"1","0","0","Male","Black",14,"warrant/court order","Wed","Morning"
"No Action",0,0,"1D",10,"0","0","0","Male","Black",38,"information obtained from witnesses or informants","Wed","Afternoon"
"No Action",0,0,"3D",9,"0","0","0","Female","Black",66,"responding to individual's actions","Wed","Afternoon"
"Arrest",0,0,"3D",15,"1","0","0","Male","Black",16,"warrant/court order","Wed","Afternoon"
"Arrest",0,0,"5D",59,"0","0","0","Male","Black",44,"responding to individual's actions","Wed","Afternoon"
"No Action",0,0,"6D",10,"0","0","0","Male","Black",30,"call for service","Wed","Afternoon"
"Arrest",0,0,"1D",11,"0","0","0","Female","Black",25,"responding to individual's actions","Wed","Afternoon"
"No Action",0,0,"5D",3,"0","0","0","Male","Black",13,"call for service","Wed","Afternoon"
"No Action",0,0,"5D",3,"0","0","0","Male","Black",13,"call for service","Wed","Afternoon"
"No Action",0,0,"5D",2,"0","0","0","Male","Black",17,"call for service","Wed","Afternoon"
"No Action",0,0,"5D",3,"0","0","0","Male","Black",15,"call for service","Wed","Afternoon"
"No Action",0,0,"5D",2,"0","0","0","Male","Black",16,"call for service","Wed","Afternoon"
"Arrest",0,0,"5D",15,"0","0","0","Male","Multiple",41,"responding to individual's actions","Wed","Afternoon"
"Arrest",0,0,"7D",2,"0","0","0","Male","White",43,"warrant/court order","Wed","Afternoon"
"Arrest",0,0,"6D",15,"0","0","0","Male","Black",29,"responding to bolo","Wed","Afternoon"
"Arrest",0,0,"5D",4,"0","0","0","Male","Black",59,"warrant/court order","Wed","Evening"
"No Action",0,0,"1D",68,"0","0","0","Female","White",48,"call for service","Wed","Evening"
"Arrest",0,0,"6D",10,"0","0","0","Female","Black",42,"call for service","Wed","Night"
"No Action",0,0,"7D",10,"0","0","0","Male","Black",26,"call for service","Wed","Evening"
"No Action",0,0,"7D",30,"1","0","0","Male","Black",61,"call for service","Wed","Afternoon"
"Arrest",0,0,"4D",10,"1","0","1","Male","Black",27,"officer initiated","Wed","Night"
"Arrest",0,0,"1D",1,"0","0","0","Male","Black",12,"warrant/court order","Wed","Evening"
"No Action",0,0,"1D",40,"0","0","0","Male","Black",12,"warrant/court order","Wed","Evening"
"Arrest",0,0,"7D",10,"0","0","0","Male","Black",16,"call for service","Wed","Night"
"No Action",0,0,"6D",12,"0","0","0","Male","Black",55,"officer initiated","Wed","Night"
"No Action",0,0,"6D",12,"0","0","0","Male","Black",57,"officer initiated","Wed","Night"
"Arrest",0,0,"4D",20,"1","0","1","Male","Unknown",28,"traffic response","Wed","Night"
"No Action",0,0,"4D",20,"1","0","0","Male","White",46,"traffic response","Wed","Night"
"No Action",0,0,"4D",20,"1","0","0","Male","Hispanic/Latino",27,"traffic response","Wed","Night"
"No Action",0,0,"7D",20,"0","0","0","Male","Black",49,"call for service","Wed","Evening"
"No Action",0,0,"3D",14,"1","0","0","Male","Black",21,"responding to bolo","Wed","Night"
"Arrest",0,0,"3D",5,"0","0","1","Male","Black",37,"responding to individual's actions","Wed","Night"
"No Action",0,0,"1D",23,"0","0","0","Female","White",39,"call for service","Wed","Night"
"Arrest",0,0,"3D",25,"0","0","0","Male","Black",34,"call for service","Wed","Night"
"No Action",0,0,"2D",17,"0","0","0","Male","Black",25,"responding to individual's actions","Wed","Night"
"No Action",0,0,"5D",26,"0","0","0","Female","White",15,"responding to individual's actions","Wed","Night"
"No Action",0,0,"5D",30,"0","0","0","Male","Black",53,"responding to individual's actions","Wed","Night"
"Arrest",0,0,"5D",20,"1","0","1","Male","Black",31,"traffic response","Thu","Night"
"No Action",0,0,"7D",30,"0","0","0","Male","Black",19,"call for service","Wed","Night"
"Arrest",0,0,"7D",10,"0","0","0","Male","Unknown",37,"information obtained from law enforcement sources","Thu","Night"
"Arrest",0,0,"2D",16,"0","0","0","Male","White",30,"responding to bolo","Thu","Night"
"Arrest",0,0,"2D",362,"1","0","0","Male","Black",41,"responding to bolo","Wed","Afternoon"
"Arrest",0,0,"1D",40,"0","0","0","Male","Black",26,"responding to bolo","Thu","Night"
"Arrest",0,0,"5D",70,"0","0","0","Male","Black",24,"call for service","Thu","Night"
"Arrest",0,0,"1D",20,"0","0","0","Male","Black",56,"call for service","Thu","Night"
"No Action",0,0,"2D",15,"0","0","0","Male","Unknown",30,"call for service","Thu","Night"
"No Action",0,0,"3D",14,"0","0","0","Male","Black",17,"responding to individual's actions","Thu","Night"
"No Action",0,0,"5D",84,"1","0","0","Female","Black",38,"warrant/court order","Thu","Night"
"No Action",0,0,"5D",84,"0","0","0","Female","Black",14,"warrant/court order","Thu","Night"
"No Action",0,0,"5D",84,"0","0","0","Male","Black",10,"warrant/court order","Thu","Night"
"No Action",0,0,"5D",84,"0","0","0","Female","Black",16,"warrant/court order","Thu","Night"
"No Action",0,0,"7D",24,"0","0","0","Male","Black",NA,"responding to individual's actions","Wed","Night"
"Arrest",0,0,"7D",40,"0","0","0","Male","Black",30,"call for service","Thu","Night"
"No Action",0,0,"7D",54,"1","1","0","Male","Black",40,"responding to bolo","Wed","Night"
"Arrest",0,0,"4D",23,"0","0","0","Male","Hispanic/Latino",23,"call for service","Thu","Night"
"No Action",0,0,"3D",90,"0","0","0","Male","Black",60,"responding to bolo","Thu","Night"
"No Action",0,0,"1D",60,"0","0","0","Male","Black",16,"responding to bolo","Thu","Night"
"No Action",0,0,"1D",60,"0","0","0","Male","Black",46,"responding to bolo","Thu","Night"
"Arrest",0,0,"1D",60,"1","0","1","Male","Black",20,"responding to bolo","Thu","Night"
"No Action",0,0,"6D",60,"1","0","0","Male","Black",37,"call for service","Thu","Night"
"Arrest",0,0,"2D",2,"0","0","0","Female","Black",38,"responding to bolo","Thu","Night"
"No Action",0,0,"4D",40,"0","0","0","Male","Black",20,"call for service","Thu","Night"
"No Action",0,0,"3D",2,"0","0","0","Male","Black",NA,"responding to individual's actions","Wed","Afternoon"
"No Action",0,0,"3D",10,"0","0","0","Male","Black",43,"officer initiated","Wed","Night"
"Ticket",0,0,"2D",5,"0","0","1","Male","Unknown",37,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"6D",60,"0","0","1","Male","Hispanic/Latino",NA,"Unknown","Wed","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Female","White",36,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Female","Black",78,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Male","Hispanic/Latino",69,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",67,"officer initiated","Wed","Night"
"Warning",0,0,"4D",5,"0","0","1","Male","Black",37,"officer initiated","Thu","Night"
"Ticket",0,0,"5D",5,"0","0","1","Female","Black",64,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Female","White",56,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"5D",5,"0","0","1","Female","Black",69,"officer initiated","Wed","Night"
"Warning",0,0,"2D",5,"0","0","1","Male","White",86,"officer initiated","Wed","Morning"
"Ticket",0,0,"4D",5,"0","0","1","Female","Black",61,"officer initiated","Wed","Night"
"Warning",0,0,"1D",10,"0","0","1","Female","Black",43,"officer initiated","Wed","Night"
"Ticket",0,0,"5D",25,"0","0","1","Male","Hispanic/Latino",45,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"2D",10,"0","0","1","Male","Black",45,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"2D",20,"0","0","1","Male","White",NA,"call for service","Wed","Night"
"Ticket",0,0,"5D",5,"0","0","1","Male","White",46,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"4D",5,"0","0","1","Female","Black",46,"officer initiated","Wed","Night"
"Ticket",0,0,"1D",10,"0","0","1","Female","Black",34,"officer initiated","Wed","Night"
"Ticket",0,0,"2D",5,"0","0","1","Male","White",56,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"1D",20,"0","0","1","Male","Black",32,"traffic response","Wed","Afternoon"
"Warning",0,0,"4D",10,"0","0","1","Male","Black",54,"officer initiated","Wed","Night"
"Warning",0,0,"4D",10,"0","0","1","Female","Black",29,"officer initiated","Wed","Night"
"Warning",0,0,"4D",15,"0","0","1","Female","Black",31,"officer initiated","Wed","Afternoon"
"Warning",0,0,"4D",10,"0","0","1","Male","White",31,"officer initiated","Wed","Night"
"Ticket",0,0,"2D",5,"0","0","1","Female","Asian",24,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"4D",10,"0","0","1","Male","Asian",44,"officer initiated","Wed","Night"
"Ticket",0,0,"5D",10,"0","0","1","Male","Black",24,"officer initiated","Wed","Evening"
"Ticket",0,0,"3D",10,"0","0","1","Male","Unknown",36,"officer initiated","Wed","Night"
"Ticket",0,0,"2D",5,"0","0","1","Male","Hispanic/Latino",29,"officer initiated","Wed","Evening"
"Ticket",0,0,"5D",10,"0","0","1","Female","Black",34,"officer initiated","Wed","Morning"
"Warning",0,0,"4D",5,"0","0","1","Male","Black",24,"officer initiated","Thu","Night"
"Warning",0,0,"4D",10,"0","0","1","Male","Hispanic/Latino",29,"traffic response","Wed","Afternoon"
"Warning",0,0,"1D",5,"0","0","1","Female","Black",23,"officer initiated","Thu","Night"
"Ticket",0,0,"4D",5,"0","0","1","Female","Hispanic/Latino",22,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"5D",5,"0","0","1","Male","Black",31,"officer initiated","Wed","Night"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",21,"officer initiated","Wed","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",20,"officer initiated","Wed","Night"
"Ticket",0,0,"3D",10,"0","0","1","Female","Black",25,"officer initiated","Wed","Night"
"Warning",0,0,"6D",10,"0","0","1","Female","Black",22,"officer initiated","Wed","Evening"
"Warning",0,0,"5D",10,"0","0","1","Female","Black",24,"officer initiated","Wed","Night"
"Warning",0,0,"5D",5,"0","0","1","Male","Unknown",39,"officer initiated","Thu","Night"
"Ticket",0,0,"2D",5,"0","0","1","Female","White",62,"officer initiated","Wed","Afternoon"
"Warning",0,0,"2D",10,"0","0","1","Male","White",28,"officer initiated","Wed","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Unknown",17,"officer initiated","Wed","Night"
"Ticket",0,0,"3D",10,"0","0","1","Female","White",29,"officer initiated","Wed","Night"
"Ticket",0,0,"4D",5,"0","0","1","Female","Black",47,"officer initiated","Wed","Night"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",26,"officer initiated","Wed","Night"
"Ticket",0,0,"2D",10,"0","0","1","Female","White",54,"officer initiated","Wed","Evening"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",78,"officer initiated","Wed","Night"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",62,"officer initiated","Wed","Night"
"Ticket",0,0,"1D",5,"0","0","1","Male","Black",58,"officer initiated","Wed","Night"
"Ticket",0,0,"5D",5,"0","0","1","Female","Black",49,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"4D",5,"0","0","1","Female","Black",57,"officer initiated","Wed","Night"
"Ticket",0,0,"3D",10,"0","0","1","Female","Black",47,"officer initiated","Wed","Night"
"Ticket",0,0,"4D",15,"0","0","1","Male","White",55,"traffic response","Wed","Night"
"Ticket",0,0,"2D",5,"0","0","1","Female","White",28,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"2D",10,"0","0","1","Male","Hispanic/Latino",47,"officer initiated","Wed","Night"
"Warning",0,0,"3D",10,"0","0","1","Male","Black",50,"officer initiated","Thu","Night"
"Ticket",0,0,"2D",5,"0","0","1","Male","White",72,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Male","Unknown",20,"officer initiated","Wed","Night"
"Ticket",0,0,"3D",10,"0","0","1","Female","Unknown",28,"officer initiated","Wed","Night"
"Ticket",0,0,"2D",5,"0","0","1","Male","Hispanic/Latino",31,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"4D",30,"0","0","1","Male","Black",55,"call for service","Wed","Afternoon"
"Warning",0,0,"1D",5,"0","0","1","Male","Unknown",30,"officer initiated","Wed","Night"
"Warning",0,0,"3D",10,"0","0","1","Male","Black",34,"officer initiated","Wed","Night"
"Ticket",0,0,"2D",5,"0","0","1","Male","Asian",37,"officer initiated","Wed","Evening"
"Ticket",0,0,"2D",10,"0","0","1","Male","Asian",56,"officer initiated","Wed","Night"
"Ticket",0,0,"1D",10,"0","0","1","Male","Black",45,"officer initiated","Wed","Night"
"Ticket",0,0,"4D",10,"0","0","1","Male","Asian",56,"officer initiated","Wed","Night"
"Ticket",0,0,"2D",5,"0","0","1","Female","White",70,"officer initiated","Wed","Evening"
"Ticket",0,0,"2D",5,"0","0","1","Male","White",46,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Female","White",42,"officer initiated","Wed","Afternoon"
"Warning",0,0,"2D",10,"0","0","1","Unknown","Unknown",23,"officer initiated","Wed","Morning"
"Ticket",0,0,"1D",15,"0","0","1","Female","Unknown",27,"traffic response","Wed","Evening"
"Ticket",0,0,"6D",10,"0","0","1","Male","Black",45,"officer initiated","Wed","Afternoon"
"Warning",0,0,"6D",10,"0","0","1","Female","White",37,"officer initiated","Wed","Evening"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",33,"officer initiated","Wed","Night"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",28,"officer initiated","Wed","Night"
"Warning",0,0,"3D",10,"0","0","1","Female","Black",37,"officer initiated","Thu","Night"
"Warning",0,0,"2D",5,"0","0","1","Male","Black",41,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",27,"officer initiated","Wed","Night"
"Warning",0,0,"4D",10,"0","0","1","Female","Black",57,"officer initiated","Wed","Night"
"Ticket",0,0,"5D",25,"0","0","1","Male","Hispanic/Latino",40,"officer initiated","Wed","Afternoon"
"Warning",0,0,"6D",15,"0","0","1","Male","Black",30,"call for service","Thu","Night"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",67,"officer initiated","Wed","Afternoon"
"Warning",0,0,"4D",5,"0","0","1","Female","Hispanic/Latino",30,"officer initiated","Wed","Morning"
"Ticket",0,0,"5D",25,"0","0","1","Male","Hispanic/Latino",60,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Male","Hispanic/Latino",44,"officer initiated","Wed","Night"
"Warning",0,0,"5D",20,"0","0","1","Male","Hispanic/Latino",31,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Male","White",42,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Female","White",52,"officer initiated","Wed","Afternoon"
"Warning",0,0,"2D",5,"0","0","1","Male","Black",20,"officer initiated","Wed","Afternoon"
"Ticket",0,0,"2D",5,"0","0","1","Male","Black",62,"officer initiated","Wed","Afternoon"
"Warning",0,0,"6D",10,"0","0","1","Female","Black",60,"officer initiated","Wed","Night"
"Ticket",0,0,"5D",25,"0","0","1","Male","Hispanic/Latino",46,"officer initiated","Wed","Afternoon"
